scenario,variant,profile,seed,mode,offered,accepted,refused,acked,failed,ack_p99_ns,ack_max_ns,produce_requests,wire_bytes,partition_pending_gap_ns,first_observation_wait_max_ns,broker_attempts_max,last_terminal_ns
baseline.partition-admission-skew,sparse1024-rate8000-shared,original,0,sealed,80008,80008,0,80008,0,8333333,9027777,13186,46497318,8000000,7810555,1,10207000000
baseline.partition-fanout-skew,p1-skew0,common,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew0,common,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew0,original,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p1-skew0,original,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p1-skew50,common,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew50,common,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew50,original,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p1-skew50,original,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p1-skew90,common,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew90,common,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5818001,1,518000000
baseline.partition-fanout-skew,p1-skew90,original,0,broker-ready,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p1-skew90,original,0,sealed,4096,4096,0,4096,0,5000000,8000000,509,2350124,8000000,5819000,1,518000000
baseline.partition-fanout-skew,p16-skew0,common,0,broker-ready,4096,4096,0,4096,0,10000000,12000000,1032,2469374,12000000,10217001,1,890000000
baseline.partition-fanout-skew,p16-skew0,common,0,sealed,4096,4096,0,4096,0,9000000,12000000,588,2454178,12000000,9830001,1,898000000
baseline.partition-fanout-skew,p16-skew0,original,0,broker-ready,4096,4096,0,4096,0,9000000,9000000,1214,2477299,9000000,7209000,1,899000000
baseline.partition-fanout-skew,p16-skew0,original,0,sealed,4096,4096,0,4096,0,8000000,10000000,989,2466049,10000000,7826000,1,897000000
baseline.partition-fanout-skew,p16-skew50,common,0,broker-ready,4096,4096,0,4096,0,9000000,11000000,846,2430495,11000000,8827002,1,545000000
baseline.partition-fanout-skew,p16-skew50,common,0,sealed,4096,4096,0,4096,0,8000000,10000000,1064,2429971,10000000,7824001,1,600000000
baseline.partition-fanout-skew,p16-skew50,original,0,broker-ready,4096,4096,0,4096,0,8000000,9000000,1035,2432038,9000000,7209000,1,538000000
baseline.partition-fanout-skew,p16-skew50,original,0,sealed,4096,4096,0,4096,0,8000000,9000000,1181,2434578,9000000,6823000,1,564000000
baseline.partition-fanout-skew,p16-skew90,common,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,636,2373347,8000000,6205001,1,510000000
baseline.partition-fanout-skew,p16-skew90,common,0,sealed,4096,4096,0,4096,0,8000000,9000000,736,2378143,9000000,7745022,1,526000000
baseline.partition-fanout-skew,p16-skew90,original,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,705,2377481,8000000,5819000,1,490000000
baseline.partition-fanout-skew,p16-skew90,original,0,sealed,4096,4096,0,4096,0,8000000,8000000,756,2379691,8000000,6779000,1,494000000
baseline.partition-fanout-skew,p6-skew0,common,0,broker-ready,4096,4096,0,4096,0,8000000,9000000,507,2364925,9000000,6821001,1,554000000
baseline.partition-fanout-skew,p6-skew0,common,0,sealed,4096,4096,0,4096,0,8000000,9000000,640,2369467,9000000,6821001,1,607000000
baseline.partition-fanout-skew,p6-skew0,original,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,681,2370614,8000000,5820000,1,598000000
baseline.partition-fanout-skew,p6-skew0,original,0,sealed,4096,4096,0,4096,0,7000000,8000000,681,2370614,8000000,5820000,1,598000000
baseline.partition-fanout-skew,p6-skew50,common,0,broker-ready,4096,4096,0,4096,0,7000000,9000000,635,2375972,9000000,6821001,1,503000000
baseline.partition-fanout-skew,p6-skew50,common,0,sealed,4096,4096,0,4096,0,7000000,9000000,684,2372619,9000000,6821001,1,516000000
baseline.partition-fanout-skew,p6-skew50,original,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,721,2375334,8000000,5820000,1,510000000
baseline.partition-fanout-skew,p6-skew50,original,0,sealed,4096,4096,0,4096,0,7000000,8000000,721,2375334,8000000,5820000,1,510000000
baseline.partition-fanout-skew,p6-skew90,common,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,620,2367674,8000000,5818001,1,494000000
baseline.partition-fanout-skew,p6-skew90,common,0,sealed,4096,4096,0,4096,0,8000000,8000000,674,2370034,8000000,6790022,1,501000000
baseline.partition-fanout-skew,p6-skew90,original,0,broker-ready,4096,4096,0,4096,0,7000000,8000000,694,2372103,8000000,5819000,1,479000000
baseline.partition-fanout-skew,p6-skew90,original,0,sealed,4096,4096,0,4096,0,7000000,8000000,694,2372103,8000000,5819000,1,479000000
hard.bootstrap-down-at-start,b1-first,common,0,broker-ready,200,200,0,200,0,5009000000,5012000000,74,125873,5012000000,5010448749,1,5204000000
hard.bootstrap-down-at-start,b1-first,common,0,sealed,200,200,0,200,0,5001000000,5004000000,106,127065,5004000000,5001991329,1,5206000000
hard.bootstrap-down-at-start,b1-first,original,0,broker-ready,200,200,0,200,0,5001000000,5004000000,109,127332,5004000000,5002355298,1,5206000000
hard.bootstrap-down-at-start,b1-first,original,0,sealed,200,200,0,200,0,5001000000,5004000000,109,127332,5004000000,5002355298,1,5206000000
hard.bootstrap-down-at-start,b2-first,common,0,broker-ready,200,200,0,200,0,5009000000,5012000000,75,126127,5012000000,5010524211,1,5204000000
hard.bootstrap-down-at-start,b2-first,common,0,sealed,200,200,0,200,0,5012000000,5015000000,111,127519,5015000000,5012928459,1,5206000000
hard.bootstrap-down-at-start,b2-first,original,0,broker-ready,200,200,0,200,0,5012000000,5015000000,112,127686,5015000000,5013632886,1,5206000000
hard.bootstrap-down-at-start,b2-first,original,0,sealed,200,200,0,200,0,5012000000,5015000000,112,127686,5015000000,5013632886,1,5206000000
hard.bootstrap-down-at-start,single,common,0,broker-ready,200,100,100,0,100,,,0,78,1001000000,,,1001000000
hard.bootstrap-down-at-start,single,common,0,sealed,200,100,100,0,100,,,0,78,1001000000,,,1001000000
hard.bootstrap-down-at-start,single,original,0,broker-ready,200,100,100,0,100,,,0,78,1001000000,,,1001000000
hard.bootstrap-down-at-start,single,original,0,sealed,200,100,100,0,100,,,0,78,1001000000,,,1001000000
hard.close-during-outage,deadline15s,common,0,broker-ready,21017,21017,0,21017,0,20000000,10037000000,8023,13007964,10025000000,10032686323,2,20036000000
hard.close-during-outage,deadline15s,common,0,sealed,21084,21084,0,21084,0,20000000,10037000000,8017,13044016,10021000000,10032533822,2,20032000000
hard.close-during-outage,deadline15s,original,0,broker-ready,22069,22069,0,22069,0,28000000,10023000000,14559,14066775,10015000000,10018537187,2,20026000000
hard.close-during-outage,deadline15s,original,0,sealed,22069,22069,0,22069,0,28000000,10023000000,14559,14066775,10015000000,10018537187,2,20026000000
hard.close-during-outage,deadline2s,common,0,broker-ready,21017,21017,0,20985,32,20000000,37000000,8018,12986561,4005000000,32226012,1,14000000000
hard.close-during-outage,deadline2s,common,0,sealed,21084,21084,0,21052,32,20000000,37000000,8013,13022797,4001000000,32226012,1,14000000000
hard.close-during-outage,deadline2s,original,0,broker-ready,22069,22069,0,22037,32,28000000,35000000,14552,14045363,4001000000,30088000,1,14000000000
hard.close-during-outage,deadline2s,original,0,sealed,22069,22069,0,22037,32,28000000,35000000,14552,14045363,4001000000,30088000,1,14000000000
hard.crash-restart-closed,k16-slow0,common,0,broker-ready,20832,20832,0,20832,0,14000000,3019000000,4792,12368150,3019000000,3013822906,2,15008000000
hard.crash-restart-closed,k16-slow0,common,0,sealed,20762,20762,0,20762,0,10000000,3030000000,3973,12290356,3030000000,3019627432,2,15000000000
hard.crash-restart-closed,k16-slow0,original,0,broker-ready,20800,20800,0,20800,0,10000000,3024000000,6906,12453732,3024000000,3013332342,2,15007000000
hard.crash-restart-closed,k16-slow0,original,0,sealed,20800,20800,0,20800,0,10000000,3024000000,6906,12453732,3024000000,3013332342,2,15007000000
hard.crash-restart-closed,k16-slow1,common,0,broker-ready,20755,20755,0,20755,0,14000000,3060000000,4787,12325215,3060000000,3055168653,2,15011000000
hard.crash-restart-closed,k16-slow1,common,0,sealed,20761,20761,0,20761,0,10000000,3048000000,3914,12283111,3048000000,3037281414,2,15004000000
hard.crash-restart-closed,k16-slow1,original,0,broker-ready,20736,20736,0,20736,0,10000000,3059000000,6888,12415804,3059000000,3048794403,2,15002000000
hard.crash-restart-closed,k16-slow1,original,0,sealed,20736,20736,0,20736,0,10000000,3059000000,6888,12415804,3059000000,3048794403,2,15002000000
hard.crash-restart-closed,k64-slow0,common,0,broker-ready,61310,61310,0,61310,0,24000000,3028000000,8267,35535487,3024000000,3021758399,2,15019000000
hard.crash-restart-closed,k64-slow0,common,0,sealed,50572,50572,0,50572,0,20000000,3038000000,9274,29421323,3029000000,3032626790,2,15019000000
hard.crash-restart-closed,k64-slow0,original,0,broker-ready,96622,96622,0,96622,0,11000000,3018000000,14995,55791927,3013000000,3012142126,2,15009000000
hard.crash-restart-closed,k64-slow0,original,0,sealed,96622,96622,0,96622,0,11000000,3018000000,14995,55791927,3013000000,3012142126,2,15009000000
hard.crash-restart-closed,k64-slow1,common,0,broker-ready,60777,60777,0,60777,0,24000000,3163000000,8140,35221398,3159000000,3156742795,2,15022000000
hard.crash-restart-closed,k64-slow1,common,0,sealed,50392,50392,0,50392,0,20000000,3163000000,9162,29310271,3154000000,3156811763,2,15019000000
hard.crash-restart-closed,k64-slow1,original,0,broker-ready,96490,96490,0,96490,0,11000000,3047000000,14985,55716935,3042000000,3041797481,2,15008000000
hard.crash-restart-closed,k64-slow1,original,0,sealed,96490,96490,0,96490,0,11000000,3047000000,14985,55716935,3042000000,3041797481,2,15008000000
hard.crash-restart-open,rate1000,common,0,broker-ready,30000,28908,1092,28908,0,1931000000,3018000000,13260,18133738,3018000000,3016202998,1,30005000000
hard.crash-restart-open,rate1000,common,0,sealed,30000,28899,1101,28899,0,1947000000,3027000000,18194,18315703,3027000000,3025278382,1,30006000000
hard.crash-restart-open,rate1000,original,0,broker-ready,30000,28905,1095,28905,0,1934000000,3021000000,18198,18319685,3021000000,3018826759,1,30006000000
hard.crash-restart-open,rate1000,original,0,sealed,30000,28905,1095,28905,0,1934000000,3021000000,18198,18319685,3021000000,3018826759,1,30006000000
hard.crash-restart-open,rate16000,common,0,broker-ready,480000,433759,46241,433759,0,4562500,3010250000,32170,248475002,3008062500,3009046735,1,30006000000
hard.crash-restart-open,rate16000,common,0,sealed,480000,433675,46325,433675,0,6250000,3020625000,55012,248948994,3019250000,3019377460,1,30007000000
hard.crash-restart-open,rate16000,original,0,broker-ready,480000,433764,46236,433764,0,6000000,3011062500,55024,249000324,3009687500,3009849723,1,30007000000
hard.crash-restart-open,rate16000,original,0,sealed,480000,433764,46236,433764,0,6000000,3011062500,55024,249000324,3009687500,3009849723,1,30007000000
hard.crash-restart-open,rate4000,common,0,broker-ready,120000,109846,10154,109846,0,7000000,3022750000,16688,64227920,3022750000,3021423401,1,30006000000
hard.crash-restart-open,rate4000,common,0,sealed,120000,109883,10117,109883,0,7250000,3010000000,26480,64563510,3010000000,3008781208,1,30007000000
hard.crash-restart-open,rate4000,original,0,broker-ready,120000,109855,10145,109855,0,6500000,3015750000,26474,64547306,3014500000,3014335476,1,30007000000
hard.crash-restart-open,rate4000,original,0,sealed,120000,109855,10145,109855,0,6500000,3015750000,26474,64547306,3014500000,3014335476,1,30007000000
hard.flapping-broker,duty10-slow0,common,0,broker-ready,62000,62000,0,62000,0,57500000,125500000,18142,37400748,125000000,120745373,2,31005000000
hard.flapping-broker,duty10-slow0,common,0,sealed,62000,62000,0,62000,0,58000000,123000000,25609,37708075,122500000,120450084,2,31006000000
hard.flapping-broker,duty10-slow0,original,0,broker-ready,62000,62000,0,62000,0,59500000,126500000,25623,37709277,126000000,121135797,2,31006000000
hard.flapping-broker,duty10-slow0,original,0,sealed,62000,62000,0,62000,0,59500000,126500000,25623,37709277,126000000,121135797,2,31006000000
hard.flapping-broker,duty10-slow1,common,0,broker-ready,62000,62000,0,62000,0,95000000,203000000,18046,37383735,202500000,201702735,2,31005000000
hard.flapping-broker,duty10-slow1,common,0,sealed,62000,62000,0,62000,0,97500000,200500000,25417,37685857,199000000,199247817,2,31006000000
hard.flapping-broker,duty10-slow1,original,0,broker-ready,62000,62000,0,62000,0,91500000,202000000,25462,37690651,202000000,200440019,2,31006000000
hard.flapping-broker,duty10-slow1,original,0,sealed,62000,62000,0,62000,0,91500000,202000000,25462,37690651,202000000,200440019,2,31006000000
hard.flapping-broker,duty50-slow0,common,0,broker-ready,62000,62000,0,62000,0,457500000,521000000,17160,37222866,520500000,519586471,2,31005000000
hard.flapping-broker,duty50-slow0,common,0,sealed,62000,62000,0,62000,0,457500000,523500000,23650,37481198,522000000,521816863,2,31006000000
hard.flapping-broker,duty50-slow0,original,0,broker-ready,62000,62000,0,62000,0,456500000,525500000,23653,37482439,525000000,523903001,2,31006000000
hard.flapping-broker,duty50-slow0,original,0,sealed,62000,62000,0,62000,0,456500000,525500000,23653,37482439,525000000,523903001,2,31006000000
hard.flapping-broker,duty50-slow1,common,0,broker-ready,62000,62000,0,62000,0,525000000,656000000,16996,37193580,656000000,654483589,2,31005000000
hard.flapping-broker,duty50-slow1,common,0,sealed,62000,62000,0,62000,0,535000000,671500000,23280,37439282,671500000,669935270,2,31006000000
hard.flapping-broker,duty50-slow1,original,0,broker-ready,62000,62000,0,62000,0,527000000,651000000,23311,37443521,651000000,649662511,2,31006000000
hard.flapping-broker,duty50-slow1,original,0,sealed,62000,62000,0,62000,0,527000000,651000000,23311,37443521,651000000,649662511,2,31006000000
hard.leader-failover-during-outage,move10s-metadata1000ms,common,0,broker-ready,53689,53689,0,53689,0,28000000,10122000000,9480,31497845,10120000000,10114862238,2,27024000000
hard.leader-failover-during-outage,move10s-metadata1000ms,common,0,sealed,47621,47621,0,47621,0,24000000,10121000000,10937,28088185,10117000000,10110107628,2,27017000000
hard.leader-failover-during-outage,move10s-metadata1000ms,original,0,broker-ready,61902,61902,0,61902,0,16000000,10132000000,16799,36686437,10127000000,10126593545,2,27008000000
hard.leader-failover-during-outage,move10s-metadata1000ms,original,0,sealed,58178,58178,0,58178,0,19000000,10132000000,17073,34571801,10127000000,10126593545,2,27014000000
hard.leader-failover-during-outage,move10s-metadata20ms,common,0,broker-ready,53385,53385,0,53385,0,32000000,10027000000,9604,31389757,10023000000,10018122592,2,27023000000
hard.leader-failover-during-outage,move10s-metadata20ms,common,0,sealed,47418,47418,0,47418,0,24000000,10021000000,11018,28031116,10017000000,10009885939,2,27022000000
hard.leader-failover-during-outage,move10s-metadata20ms,original,0,broker-ready,62625,62625,0,62625,0,16000000,10023000000,16822,37141708,10018000000,10017023041,2,27009000000
hard.leader-failover-during-outage,move10s-metadata20ms,original,0,sealed,59134,59134,0,59134,0,18000000,10023000000,17147,35191783,10018000000,10017023041,2,27007000000
hard.leader-failover-during-outage,move1s-metadata1000ms,common,0,broker-ready,70193,70193,0,70193,0,32000000,1093000000,11959,41209879,1091000000,1086454977,2,27023000000
hard.leader-failover-during-outage,move1s-metadata1000ms,common,0,sealed,64353,64353,0,64353,0,25000000,1091000000,14172,37942911,1087000000,1079924615,2,27013000000
hard.leader-failover-during-outage,move1s-metadata1000ms,original,0,broker-ready,93136,93136,0,93136,0,16000000,1082000000,22850,54990509,1077000000,1076329203,2,27012000000
hard.leader-failover-during-outage,move1s-metadata1000ms,original,0,sealed,87326,87326,0,87326,0,18000000,1082000000,23407,51851207,1077000000,1076329203,2,27009000000
hard.leader-failover-during-outage,move1s-metadata20ms,common,0,broker-ready,70277,70277,0,70277,0,32000000,1048000000,12078,41321423,1044000000,1039647549,2,27023000000
hard.leader-failover-during-outage,move1s-metadata20ms,common,0,sealed,64636,64636,0,64636,0,25000000,1041000000,14110,38149142,1037000000,1029904167,2,27019000000
hard.leader-failover-during-outage,move1s-metadata20ms,original,0,broker-ready,93082,93082,0,93082,0,16000000,1036000000,22942,55018507,1031000000,1030369955,2,27009000000
hard.leader-failover-during-outage,move1s-metadata20ms,original,0,sealed,88779,88779,0,88779,0,16000000,1036000000,23386,52731238,1031000000,1030369955,2,27008000000
hard.partition-admission-isolation,independent-rate1000-pressure,common,0,broker-ready,30000,28514,1486,28514,0,2169736815,3017964071,14685,18593541,3016964071,3013859307,2,30001000000
hard.partition-admission-isolation,independent-rate1000-pressure,common,0,sealed,30000,28512,1488,28512,0,2168736815,3017012120,23448,19030437,3016012120,3013086894,2,30002000000
hard.partition-admission-isolation,independent-rate1000-pressure,original,0,broker-ready,30000,29370,630,29370,0,2150808816,3023036216,28998,19854719,3022036216,3016432870,2,30001000000
hard.partition-admission-isolation,independent-rate1000-pressure,original,0,sealed,30000,29370,630,29370,0,2150808816,3023036216,28998,19854719,3022036216,3016432870,2,30001000000
hard.partition-admission-isolation,independent-rate1000-shared,common,0,broker-ready,30000,28514,1486,28514,0,2169736815,3017964071,14685,18593541,3016964071,3013859307,2,30001000000
hard.partition-admission-isolation,independent-rate1000-shared,common,0,sealed,30000,28512,1488,28512,0,2168736815,3017012120,23448,19030437,3016012120,3013086894,2,30002000000
hard.partition-admission-isolation,independent-rate1000-shared,original,0,broker-ready,30000,28506,1494,28506,0,2170736815,3019036216,28004,19254631,3018036216,3011905385,2,30001000000
hard.partition-admission-isolation,independent-rate1000-shared,original,0,sealed,30000,28506,1494,28506,0,2170736815,3019036216,28004,19254631,3018036216,3011905385,2,30001000000
hard.partition-admission-isolation,independent-rate16000-pressure,common,0,broker-ready,480000,433210,46790,433210,0,5249343,3023622047,37268,247885189,3021372469,3022293843,1,30006000000
hard.partition-admission-isolation,independent-rate16000-pressure,common,0,sealed,480000,433396,46604,433396,0,5249343,3011623547,54127,248669590,3009373969,3010108939,1,30007000000
hard.partition-admission-isolation,independent-rate16000-pressure,original,0,broker-ready,480000,464242,15758,464242,0,4126032,3023247094,57986,266367619,3022122798,3021988877,1,30006000000
hard.partition-admission-isolation,independent-rate16000-pressure,original,0,sealed,480000,464242,15758,464242,0,4126032,3023247094,57986,266367619,3022122798,3021988877,1,30006000000
hard.partition-admission-isolation,independent-rate16000-shared,common,0,broker-ready,480000,433210,46790,433210,0,5249343,3023622047,37268,247885189,3021372469,3022293843,1,30006000000
hard.partition-admission-isolation,independent-rate16000-shared,common,0,sealed,480000,433396,46604,433396,0,5249343,3011623547,54127,248669590,3009373969,3010108939,1,30007000000
hard.partition-admission-isolation,independent-rate16000-shared,original,0,broker-ready,480000,433222,46778,433222,0,4126032,3019497562,54106,248569798,3018373266,3018213737,1,30005000000
hard.partition-admission-isolation,independent-rate16000-shared,original,0,sealed,480000,433222,46778,433222,0,4126032,3019497562,54106,248569798,3018373266,3018213737,1,30005000000
hard.partition-admission-isolation,independent-rate4000-pressure,common,0,broker-ready,120000,109491,10509,109491,0,7390948,3013007510,15124,63882896,3012007510,3011198740,1,30005000000
hard.partition-admission-isolation,independent-rate4000-pressure,common,0,sealed,120000,109456,10544,109456,0,7390449,3022016519,22749,64190521,3021016519,3019912747,1,30002000000
hard.partition-admission-isolation,independent-rate4000-pressure,original,0,broker-ready,120000,116362,3638,116362,0,7366187,3011506008,29002,68482605,3010506008,3009804923,1,30005000000
hard.partition-admission-isolation,independent-rate4000-pressure,original,0,sealed,120000,116362,3638,116362,0,7366187,3011506008,29002,68482605,3010506008,3009804923,1,30005000000
hard.partition-admission-isolation,independent-rate4000-shared,common,0,broker-ready,120000,109491,10509,109491,0,7390948,3013007510,15124,63882896,3012007510,3011198740,1,30005000000
hard.partition-admission-isolation,independent-rate4000-shared,common,0,sealed,120000,109456,10544,109456,0,7390449,3022016519,22749,64190521,3021016519,3019912747,1,30002000000
hard.partition-admission-isolation,independent-rate4000-shared,original,0,broker-ready,120000,109504,10496,109504,0,7372939,3007001504,27264,64444075,3006001504,3005378347,1,30002000000
hard.partition-admission-isolation,independent-rate4000-shared,original,0,sealed,120000,109504,10496,109504,0,7372939,3007001504,27264,64444075,3006001504,3005378347,1,30002000000
hard.rolling-restart,overlap0s,common,0,broker-ready,73835,73835,0,73835,0,15000000,3027000000,19144,43761534,3022000000,3020836749,2,35006000000
hard.rolling-restart,overlap0s,common,0,sealed,71721,71721,0,71721,0,20000000,3032000000,19121,42530943,3027000000,3026457087,2,35011000000
hard.rolling-restart,overlap0s,original,0,broker-ready,73071,73071,0,73071,0,10000000,3033000000,23653,43666443,3028000000,3027426870,2,35006000000
hard.rolling-restart,overlap0s,original,0,sealed,73071,73071,0,73071,0,10000000,3033000000,23653,43666443,3028000000,3027426870,2,35006000000
hard.rolling-restart,overlap1s,common,0,broker-ready,47706,47706,0,47706,0,15000000,3028000000,12721,28305629,3023000000,3021818602,2,23006000000
hard.rolling-restart,overlap1s,common,0,sealed,47226,47226,0,47226,0,18000000,3026000000,12399,27998164,3026000000,3020754983,2,23006000000
hard.rolling-restart,overlap1s,original,0,broker-ready,47589,47589,0,47589,0,10000000,3024000000,14915,28381845,3021000000,3018400624,2,23008000000
hard.rolling-restart,overlap1s,original,0,sealed,47589,47589,0,47589,0,10000000,3024000000,14915,28381845,3021000000,3018400624,2,23008000000
hard.short-vs-long-outage,outage2s-request2000ms,common,0,broker-ready,15164,15164,0,15164,0,22000000,2034200000,5763,9377976,2025100000,2029005248,2,9019000000
hard.short-vs-long-outage,outage2s-request2000ms,common,0,sealed,15357,15357,0,15357,0,20000000,2065000000,5763,9487685,2023000000,2060101095,2,9018000000
hard.short-vs-long-outage,outage2s-request2000ms,original,0,broker-ready,15996,15996,0,15996,0,28000000,2038100000,10373,10175502,2022200000,2033294628,2,9021000000
hard.short-vs-long-outage,outage2s-request2000ms,original,0,sealed,15996,15996,0,15996,0,28000000,2038100000,10373,10175502,2022200000,2033294628,2,9021000000
hard.short-vs-long-outage,outage2s-request200ms,common,0,broker-ready,15164,15164,0,15164,0,22000000,2034200000,5763,9377976,2025100000,2029005248,2,9019000000
hard.short-vs-long-outage,outage2s-request200ms,common,0,sealed,15357,15357,0,15357,0,20000000,2065000000,5763,9487685,2023000000,2060101095,2,9018000000
hard.short-vs-long-outage,outage2s-request200ms,original,0,broker-ready,15996,15996,0,15996,0,28000000,2038100000,10373,10175502,2022200000,2033294628,2,9021000000
hard.short-vs-long-outage,outage2s-request200ms,original,0,sealed,15996,15996,0,15996,0,28000000,2038100000,10373,10175502,2022200000,2033294628,2,9021000000
hard.short-vs-long-outage,outage8s-request2000ms,common,0,broker-ready,10593,10593,0,10545,48,23000000,57000000,4031,6528585,5009000000,52241003,1,13077000000
hard.short-vs-long-outage,outage8s-request2000ms,common,0,sealed,10665,10665,0,10617,48,20000000,57000000,4032,6569128,5001100000,52241003,1,13077000000
hard.short-vs-long-outage,outage8s-request2000ms,original,0,broker-ready,11106,11106,0,11058,48,28000000,65000000,7303,7054206,5005100000,60250000,1,13085000000
hard.short-vs-long-outage,outage8s-request2000ms,original,0,sealed,11106,11106,0,11058,48,28000000,65000000,7303,7054206,5005100000,60250000,1,13085000000
hard.short-vs-long-outage,outage8s-request200ms,common,0,broker-ready,10593,10593,0,10545,48,23000000,57000000,4031,6528585,5009000000,52241003,1,13077000000
hard.short-vs-long-outage,outage8s-request200ms,common,0,sealed,10665,10665,0,10617,48,20000000,57000000,4032,6569128,5001100000,52241003,1,13077000000
hard.short-vs-long-outage,outage8s-request200ms,original,0,broker-ready,11106,11106,0,11058,48,28000000,65000000,7303,7054206,5005100000,60250000,1,13085000000
hard.short-vs-long-outage,outage8s-request200ms,original,0,sealed,11106,11106,0,11058,48,28000000,65000000,7303,7054206,5005100000,60250000,1,13085000000
resources.delivery-timeout-tuning,deadline2s,common,0,broker-ready,20799,20799,0,20751,48,20000000,37000000,7769,12826457,2024000000,32226012,1,14019000000
resources.delivery-timeout-tuning,deadline2s,common,0,sealed,20866,20866,0,20818,48,20000000,37000000,7764,12862693,2013000000,32226012,1,14019000000
resources.delivery-timeout-tuning,deadline2s,original,0,broker-ready,21851,21851,0,21803,48,28000000,35000000,14302,13885145,2005000000,30088000,1,14019000000
resources.delivery-timeout-tuning,deadline2s,original,0,sealed,21851,21851,0,21803,48,28000000,35000000,14302,13885145,2005000000,30088000,1,14019000000
resources.delivery-timeout-tuning,deadline30s,common,0,broker-ready,25900,25900,0,25900,0,20000000,4032000000,10015,16036259,4020000000,4027742475,2,16015000000
resources.delivery-timeout-tuning,deadline30s,common,0,sealed,26095,26095,0,26095,0,20000000,4040000000,10006,16145864,4024000000,4034808342,2,16013000000
resources.delivery-timeout-tuning,deadline30s,original,0,broker-ready,27321,27321,0,27321,0,28000000,4034100000,17890,17394391,4023000000,4029645575,2,16020000000
resources.delivery-timeout-tuning,deadline30s,original,0,sealed,27321,27321,0,27321,0,28000000,4034100000,17890,17394391,4023000000,4029645575,2,16020000000
resources.delivery-timeout-tuning,deadline6s,common,0,broker-ready,25900,25900,0,25900,0,20000000,4032000000,10015,16036259,4020000000,4027742475,2,16015000000
resources.delivery-timeout-tuning,deadline6s,common,0,sealed,26095,26095,0,26095,0,20000000,4040000000,10006,16145864,4024000000,4034808342,2,16013000000
resources.delivery-timeout-tuning,deadline6s,original,0,broker-ready,27321,27321,0,27321,0,28000000,4034100000,17890,17394391,4023000000,4029645575,2,16020000000
resources.delivery-timeout-tuning,deadline6s,original,0,sealed,27321,27321,0,27321,0,28000000,4034100000,17890,17394391,4023000000,4029645575,2,16020000000
resources.memory-bounded-overload,value2048,common,0,broker-ready,320024,12275,307749,12275,0,884656250,958906250,5865,26412355,108093750,954679504,1,11021000000
resources.memory-bounded-overload,value2048,common,0,sealed,320024,13046,306978,13046,0,900656250,984750000,5977,28041085,96093750,980517003,1,11021000000
resources.memory-bounded-overload,value2048,original,0,broker-ready,320024,5095,314929,5095,0,363406250,391406250,3849,11129794,57406250,387202000,1,11044000000
resources.memory-bounded-overload,value2048,original,0,sealed,320024,5095,314929,5095,0,363406250,391406250,3849,11129794,57406250,387202000,1,11044000000
resources.memory-bounded-overload,value512,common,0,broker-ready,320024,43162,276862,43162,0,226593750,248125000,7285,25016347,80031250,243895753,1,11014000000
resources.memory-bounded-overload,value512,common,0,sealed,320024,43251,276773,43251,0,256156250,268156250,7236,25056213,88062500,263941252,1,11014000000
resources.memory-bounded-overload,value512,original,0,broker-ready,320024,6257,313767,6257,0,1128937500,1150000000,4105,3983961,78250000,1145795750,1,11035000000
resources.memory-bounded-overload,value512,original,0,sealed,320024,6257,313767,6257,0,1128937500,1150000000,4105,3983961,78250000,1145795750,1,11035000000
resources.stop-polling-backpressure,events1024,common,0,broker-ready,30000,27019,2981,27019,0,1867500000,2002500000,8018,16315010,2002000000,5818002,1,15005000000
resources.stop-polling-backpressure,events1024,common,0,sealed,30000,27017,2983,27017,0,1868500000,2006000000,11397,16454214,2005000000,5818001,1,15006000000
resources.stop-polling-backpressure,events1024,original,0,broker-ready,30000,27017,2983,27017,0,1868500000,2006000000,11397,16454331,2005000000,5819000,1,15006000000
