family,shape,rate,policy,seed,accepted,acked,not_written,offered,refused,unknown,healthy_outage_refused,missing_healthy_ack_windows,steady_acked,ack_p99_ns,descriptor_capacity,descriptor_observed_peak,pressure_decisions,active_partitions,configured_partitions,source_sha256,analysis_sha256,analysis_path
independent,independent,16000,PartitionPressure,8,464292,464292,0,480000,15708,0,0,0,,4035672,512,408,15708,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fa4b339eb6f902d1edc7981363979f8f58040ccb821c32196f962cae6729960c,target/experiments/admission-trial/independent/seed-8/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,9,464286,464286,0,480000,15714,0,0,0,,4035672,512,408,15714,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,46bf3b000765cfd5975e862cbb0b0aa0e5f84e1226d3d8a5b1214f972b3d5745,target/experiments/admission-trial/independent/seed-9/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,10,464335,464335,0,480000,15665,0,0,0,,4035672,512,407,15665,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,252c62f9764ff486cb7a31e061f3f4dc7bb4c5b944745942e5e7e7d5c9d12494,target/experiments/admission-trial/independent/seed-10/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,11,464276,464276,0,480000,15724,0,0,0,,4035672,512,408,15724,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,c9cb5336953872e9c225e44935867f0a672432e758208afc61a8e5a0ba8fad67,target/experiments/admission-trial/independent/seed-11/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,12,464298,464298,0,480000,15702,0,0,0,,4035672,512,408,15702,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,a6b9179ebc1920445002881e5f70d5a7e365922f138abfef51a35091cc9cfda3,target/experiments/admission-trial/independent/seed-12/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,13,464337,464337,0,480000,15663,0,0,0,,4035672,512,407,15663,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,f96740f0ea7180d895333d2efd097caa73014728ef88927d4a5e80cb731f4bb2,target/experiments/admission-trial/independent/seed-13/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,14,464334,464334,0,480000,15666,0,0,0,,4035672,512,408,15666,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,703e3f65e469ebe8a67d74fc72107779e264fa7464096083b481985804cec0e7,target/experiments/admission-trial/independent/seed-14/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
independent,independent,16000,PartitionPressure,15,464306,464306,0,480000,15694,0,0,0,,4035672,512,408,15694,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,bb2ab2ad1ffc431f4f5346a2fb57a1feb8d279218a4d364621e6de5114eff2db,target/experiments/admission-trial/independent/seed-15/analysis/hard.partition-admission-isolation/independent-rate16000-pressure.json
original,original,1000,Shared,0,28913,28913,0,30000,1087,0,792,40,,1925453178,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,4475d7f8d9dd5ac5edbda4767aa3e4178647d9c3a37ee85734ff99c24fff1224,target/experiments/admission-trial/original/shared/seed-0/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,1,28913,28913,0,30000,1087,0,792,40,,1925400962,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,7c46cf07b35d3a7c71b00daddb1323a374da2b8acc64c8d58b241e6bf6ae4ac9,target/experiments/admission-trial/original/shared/seed-1/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,2,28916,28916,0,30000,1084,0,792,40,,1929726265,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,4518511a53554ebd36a4d87679e34f76806f51f4d30021a73849fb476fdac772,target/experiments/admission-trial/original/shared/seed-2/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,3,28917,28917,0,30000,1083,0,792,40,,1921049393,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,87320648fbaaf67ccb3622fce549e04715af00de51a9cad9067c7e87d016cef0,target/experiments/admission-trial/original/shared/seed-3/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,4,28901,28901,0,30000,1099,0,792,40,,1937927332,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,71328e6b160384ac1124f1cff9fca1c85cfba5a09ca6f602d54741eef2d51fc2,target/experiments/admission-trial/original/shared/seed-4/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,5,28911,28911,0,30000,1089,0,792,40,,1927512814,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,0962bf411b323754117db6f64eebe92ced6e5d6d23d7e14181590e446b531ecd,target/experiments/admission-trial/original/shared/seed-5/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,6,28907,28907,0,30000,1093,0,792,40,,1931855597,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,2cab5229f251709d56d702f3915e0d0795ec57fa779683f8f7444bc7460facad,target/experiments/admission-trial/original/shared/seed-6/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,7,28911,28911,0,30000,1089,0,792,40,,1938323453,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,8585b4a8d729f8df364e37a80e0bb896747fb0fb3bcd34fabadb3b7e689b5b3c,target/experiments/admission-trial/original/shared/seed-7/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,8,28914,28914,0,30000,1086,0,792,40,,1935762229,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,7fc4113ddfc2c25fcc7f1520f991ba17654abc5d10e29f4e725d2c2568229e37,target/experiments/admission-trial/original/shared/seed-8/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,9,28917,28917,0,30000,1083,0,792,40,,1921716319,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,a80c719f6528867f680a3228409e46e6a1def5b7e7d89c085204680817e31617,target/experiments/admission-trial/original/shared/seed-9/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,10,28903,28903,0,30000,1097,0,792,40,,1940167045,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,42c3e38871093bfddf4ccbe3fdab22d2ed292fed4f6867cb407aebc3e07ad82c,target/experiments/admission-trial/original/shared/seed-10/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,11,28911,28911,0,30000,1089,0,792,40,,1927517135,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,eb19b499af9310ad563331b1f25c2aabef4ddb8afd1499e3157cc7404e078376,target/experiments/admission-trial/original/shared/seed-11/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,12,28909,28909,0,30000,1091,0,792,40,,1929901964,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,03645dc0d58a0f2adb7b3a18d4341366cbc4756f4d1143f65c62b3d5acdaf2f6,target/experiments/admission-trial/original/shared/seed-12/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,13,28906,28906,0,30000,1094,0,792,40,,1934650330,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6bd6082f383a3e916624fc61351b4b1722ce779a630ba27163903746e012643b,target/experiments/admission-trial/original/shared/seed-13/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,14,28911,28911,0,30000,1089,0,792,40,,1927444227,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6b2dcdee3763028594f0d871da27a8f114a3ff66edeee054600a0a8d86badc56,target/experiments/admission-trial/original/shared/seed-14/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,Shared,15,28912,28912,0,30000,1088,0,792,40,,1926651500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6963ccf1130896414f8b7ee1dac806d065879399212dbd4d697187c155ddfd38,target/experiments/admission-trial/original/shared/seed-15/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,0,29589,29589,0,30000,411,0,0,0,,1899287231,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,33f7c77cf4501353d80c18f75a851bf9d40d15f617788e0d10f6f68684d863ec,target/experiments/admission-trial/original/partition-pressure/seed-0/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,1,29589,29589,0,30000,411,0,0,0,,1897338169,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,09ad5e40131759880dd50a90996770866da96a1930200661597f6cb804cf98e3,target/experiments/admission-trial/original/partition-pressure/seed-1/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,2,29589,29589,0,30000,411,0,0,0,,1898248422,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,8f87af2333c9a10283418b00b537a126b565aefb8eb8c982183d9c0d07798690,target/experiments/admission-trial/original/partition-pressure/seed-2/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,3,29589,29589,0,30000,411,0,0,0,,1901204613,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,22ab65f5be4cc98e33f43b616fcb6097e96e9a24ee2f3c79fa06220095393e4e,target/experiments/admission-trial/original/partition-pressure/seed-3/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,4,29589,29589,0,30000,411,0,0,0,,1901682010,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,7b9ec7b21222acfe2ef92cd5322475f17589bbf7aa1e4e7275b53c6eb302206c,target/experiments/admission-trial/original/partition-pressure/seed-4/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,5,29589,29589,0,30000,411,0,0,0,,1904428679,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,80515aa8331a6028b120d66c17faee3e2b9d77a8c9dfa7dedf82dd92ebf0b8c4,target/experiments/admission-trial/original/partition-pressure/seed-5/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,6,29589,29589,0,30000,411,0,0,0,,1899568450,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,20c8f9cda373d98ae1b7a1cae19ed9cf06caa23c36143f33f1d0a5d23eff3020,target/experiments/admission-trial/original/partition-pressure/seed-6/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,7,29589,29589,0,30000,411,0,0,0,,1902320651,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,13e22e1cd548297320ddc60b1497cd112a60d8ac12f8b1e63165a254e45598cd,target/experiments/admission-trial/original/partition-pressure/seed-7/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,8,29589,29589,0,30000,411,0,0,0,,1896368457,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,e61bbd3d9c0efaf5c39c0b0bf5cffad51942c1fcc58d2beed0489b6a9aee836c,target/experiments/admission-trial/original/partition-pressure/seed-8/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,9,29589,29589,0,30000,411,0,0,0,,1902140994,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,50f53c4f4de2d85bdad2cc07e3ea625080e3865a57815f4cadbfb4c9eb90cb32,target/experiments/admission-trial/original/partition-pressure/seed-9/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,10,29589,29589,0,30000,411,0,0,0,,1901005404,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,1e7a3ad775d7d820eae72e455c152d3fe5060da486183120fbb64d1b98702384,target/experiments/admission-trial/original/partition-pressure/seed-10/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,11,29589,29589,0,30000,411,0,0,0,,1898730477,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,e27810c21977f2799f1c78ed2a435b91a00f900d65ed1abaa439176c6879ed7b,target/experiments/admission-trial/original/partition-pressure/seed-11/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,12,29589,29589,0,30000,411,0,0,0,,1896938761,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,bfaa856687bd526ba36d5f98e94080c1aed16e0463b2ad6d8d0d86cccfd4a3fe,target/experiments/admission-trial/original/partition-pressure/seed-12/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,13,29589,29589,0,30000,411,0,0,0,,1897324916,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b14dcc39bb7a2dad7c9c713549d0ea544eb0c8eba9754bd79492f7239e193d12,target/experiments/admission-trial/original/partition-pressure/seed-13/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,14,29589,29589,0,30000,411,0,0,0,,1901833903,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,75f2fdfc033f32438456699d5a218260171c9834e03bd485e0533d52d9667eaa,target/experiments/admission-trial/original/partition-pressure/seed-14/analysis/hard.crash-restart-open/rate1000.json
original,original,1000,PartitionPressure,15,29589,29589,0,30000,411,0,0,0,,1906650859,512,396,411,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,ad7d97f72a6c269663a9798338003cae00791fee8ff64d925667483b79d6bdc3,target/experiments/admission-trial/original/partition-pressure/seed-15/analysis/hard.crash-restart-open/rate1000.json
original,original,4000,Shared,0,109885,109885,0,120000,10115,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,c3265ad55c643532152f8568c8ca3a38ca454da0f2c329be233e54c9146d9113,target/experiments/admission-trial/original/shared/seed-0/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,1,109895,109895,0,120000,10105,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,d65c1d6739153a5f1e6519eaa1d0d47554df23fbd0b3a9e3b83605be0b7a6989,target/experiments/admission-trial/original/shared/seed-1/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,2,109881,109881,0,120000,10119,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b480de8c7a9b0bd9e5da71a1cb729c99ee718887fe7b6b33008530cfffbae705,target/experiments/admission-trial/original/shared/seed-2/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,3,109874,109874,0,120000,10126,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,844ee9b2428d24bdce6e5e3df9fed24677e26b5d232d52b6923a2424b765d7f0,target/experiments/admission-trial/original/shared/seed-3/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,4,109881,109881,0,120000,10119,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b5480554ba15cd2c82372e96f118a0987b52bb5182527e3eb82bb4d39ff92bf5,target/experiments/admission-trial/original/shared/seed-4/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,5,109872,109872,0,120000,10128,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,2fc2d2a7fc13dfddd212e47ea44af655d3cc23defbe46c88849148b758fd4ce2,target/experiments/admission-trial/original/shared/seed-5/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,6,109882,109882,0,120000,10118,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,9ed12ad43fac83b12b54e07abb110b2e122b6d763c6e23dd88da3a873f0a9188,target/experiments/admission-trial/original/shared/seed-6/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,7,109849,109849,0,120000,10151,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,5b303b245505d663372bfac8259d317bb747f3d256cf36199e1d37a6b439cdc5,target/experiments/admission-trial/original/shared/seed-7/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,8,109874,109874,0,120000,10126,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,280717e113fe8bd1051569279f1875deae40c051beade737e0ee045c16a7e82a,target/experiments/admission-trial/original/shared/seed-8/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,9,109863,109863,0,120000,10137,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b0688075b19f1729b4b7c0da42d0c5e263acaa83b90d62d4b483bd194379baaa,target/experiments/admission-trial/original/shared/seed-9/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,10,109865,109865,0,120000,10135,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,458170247168e60d57a19a54ff8808a4ae2f5d95b7300d1cbb91d9a93c64263d,target/experiments/admission-trial/original/shared/seed-10/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,11,109848,109848,0,120000,10152,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,9c6f6d093d486c8190744a40e92cb331c191eb21f17a0b852422b80a8bfcc193,target/experiments/admission-trial/original/shared/seed-11/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,12,109880,109880,0,120000,10120,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,abbaa23f6ed1ecbfdfde810dba1b98ab3c0ac596c82efb5e18db9c781eb48831,target/experiments/admission-trial/original/shared/seed-12/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,13,109848,109848,0,120000,10152,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b394e16bbaa5fd42d2806f108aee06c9126b23a07af4198c07cf1ea3be7a0d63,target/experiments/admission-trial/original/shared/seed-13/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,14,109884,109884,0,120000,10116,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fc8d359299e2064ec221b8b2362058bd94ad21a8c0c63ec991818a3e87a3fb71,target/experiments/admission-trial/original/shared/seed-14/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,Shared,15,109875,109875,0,120000,10125,0,7416,97,,6405000,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,61ec1ad6894e7d6a39afbff77cbf3f9491df6b44d3c6a42d8a479619657e8f1f,target/experiments/admission-trial/original/shared/seed-15/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,0,117189,117189,0,120000,2811,0,0,0,,6405000,512,406,2811,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,05730857e10cd1eb30a81f014f336dc399a78adf9e635f22f1167060f2c02620,target/experiments/admission-trial/original/partition-pressure/seed-0/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,1,117185,117185,0,120000,2815,0,0,0,,6405000,512,406,2815,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,9282a379042dcba5a6e9ca34b9169d604dc370df1b2943ac5bf15c087f8ede9c,target/experiments/admission-trial/original/partition-pressure/seed-1/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,2,117189,117189,0,120000,2811,0,0,0,,6405000,512,406,2811,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,0dbe98afe0cb04de3f8fe6796c8e6fc31db071c9d4c6d0444dcc79b4457cac7a,target/experiments/admission-trial/original/partition-pressure/seed-2/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,3,117174,117174,0,120000,2826,0,0,0,,6405000,512,406,2826,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,4f473e0109ef5954bb8f9a9aec400d4846afddf4c9a9d29b8acb3a918f7e57f4,target/experiments/admission-trial/original/partition-pressure/seed-3/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,4,117185,117185,0,120000,2815,0,0,0,,6405000,512,406,2815,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,35d9df607ac366905d6b0c71bd20a59b4dd249969187ddc8790c9c1eda139d0b,target/experiments/admission-trial/original/partition-pressure/seed-4/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,5,117180,117180,0,120000,2820,0,0,0,,6405000,512,406,2820,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,d3541b75b8f465b0b71d51b365018d83b15ad369ee1d4d72ecafcaf7edb11adf,target/experiments/admission-trial/original/partition-pressure/seed-5/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,6,117179,117179,0,120000,2821,0,0,0,,6405000,512,406,2821,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,54846048acc3ccf9d23a958ad7c06b8c3726543c3fd4bf05d236d6e4e5fd8c25,target/experiments/admission-trial/original/partition-pressure/seed-6/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,7,117180,117180,0,120000,2820,0,0,0,,6405000,512,406,2820,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,cf5da19ea113da1bda4dfb7eeae9a76fe13a4f7c2778300748a2cbcea9056278,target/experiments/admission-trial/original/partition-pressure/seed-7/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,8,117176,117176,0,120000,2824,0,0,0,,6405000,512,406,2824,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fb8b5bffd735b2648ee87025bcc201231738de6e144df74e0f9ff8443128546e,target/experiments/admission-trial/original/partition-pressure/seed-8/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,9,117176,117176,0,120000,2824,0,0,0,,6405000,512,406,2824,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fc603ae6316c46e59ab8bec45d4d0e49d7815179c2709cdffca6ecf7b3714715,target/experiments/admission-trial/original/partition-pressure/seed-9/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,10,117180,117180,0,120000,2820,0,0,0,,6405000,512,406,2820,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,ce9b04c7b87bfce1fdf36b79eabe3e43e6a29a4a78c8493808b05b8e0799a3a2,target/experiments/admission-trial/original/partition-pressure/seed-10/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,11,117169,117169,0,120000,2831,0,0,0,,6405000,512,406,2831,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fb4d1eefdd1260e6ae929c3a7ea4d87c8508e8adee90be1fef1a9a2f8fd3713d,target/experiments/admission-trial/original/partition-pressure/seed-11/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,12,117182,117182,0,120000,2818,0,0,0,,6405000,512,406,2818,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,215c4c99ebfc4b44b761b6e072ef8ab2d507babdaf85c6d3fffae52d15a30059,target/experiments/admission-trial/original/partition-pressure/seed-12/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,13,117173,117173,0,120000,2827,0,0,0,,6405000,512,406,2827,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,1f936631925b962d9400fcc3b5a55119c061cb9a43966663251401ecec3eaf75,target/experiments/admission-trial/original/partition-pressure/seed-13/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,14,117188,117188,0,120000,2812,0,0,0,,6405000,512,406,2812,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,33b6ce80808920f68e50bbdbc528dc8c12b1f7948a9632732bbfa57d0fde99df,target/experiments/admission-trial/original/partition-pressure/seed-14/analysis/hard.crash-restart-open/rate4000.json
original,original,4000,PartitionPressure,15,117183,117183,0,120000,2817,0,0,0,,6405000,512,406,2817,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,a3fb83ba0e5ca7805b97940431a10ff62262547e88d185f1b5919ce8d4501fb5,target/experiments/admission-trial/original/partition-pressure/seed-15/analysis/hard.crash-restart-open/rate4000.json
original,original,16000,Shared,0,433753,433753,0,480000,46247,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,b970068a22adf9d7fe2d791636470645c9f3ca64d5fbfc559a680daf149859b6,target/experiments/admission-trial/original/shared/seed-0/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,1,433824,433824,0,480000,46176,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,5e95760691bf747890f833ff8c5bae37ecd6b2ea7e0fdb9b3f80d36dd53662f3,target/experiments/admission-trial/original/shared/seed-1/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,2,433827,433827,0,480000,46173,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,ab1c8fb19d88c758564b04ec62cc849788370855fe3fc9ae268cb9670038078e,target/experiments/admission-trial/original/shared/seed-2/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,3,433794,433794,0,480000,46206,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,31ba375376731d3a487e5d4f6d3a35877738013d6077a18eeb61325776a21e66,target/experiments/admission-trial/original/shared/seed-3/analysis/hard.crash-restart-open/rate16000.json
