family,shape,rate,policy,seed,accepted,acked,not_written,offered,refused,unknown,healthy_outage_refused,missing_healthy_ack_windows,steady_acked,ack_p99_ns,descriptor_capacity,descriptor_observed_peak,pressure_decisions,active_partitions,configured_partitions,source_sha256,analysis_sha256,analysis_path
original,original,16000,Shared,4,433667,433667,0,480000,46333,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,35eb5e82b2d36a2a1e93d7fa9cb024b04581d21bde8cdcb6bf1cf44bd8d7b5f4,target/experiments/admission-trial/original/shared/seed-4/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,5,433642,433642,0,480000,46358,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,dd2fb0575486429c31b4ee6eba836a12bd18e0ceda21404cc22cb7dc4da51332,target/experiments/admission-trial/original/shared/seed-5/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,6,433691,433691,0,480000,46309,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,05a7fda4d5b4703d8f70ba235a36f6c6a7ab89a2bbca733668a8ad443644b917,target/experiments/admission-trial/original/shared/seed-6/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,7,433786,433786,0,480000,46214,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,413b5adab5aa17b9762f63ad349443287942f15a232fc328f43752041a3efd74,target/experiments/admission-trial/original/shared/seed-7/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,8,433677,433677,0,480000,46323,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,d520a531e028dec8e33408e09c0264a6176bea980bca0efc116c40178a868016,target/experiments/admission-trial/original/shared/seed-8/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,9,433829,433829,0,480000,46171,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,fa789ba547f50529d4322b170ba1d75bac5482d74e0ae256fc0d45eb8294f88d,target/experiments/admission-trial/original/shared/seed-9/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,10,433799,433799,0,480000,46201,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,f2507c7855659e8f5be52f0dacb31f868c27c3c4e1b248a31a2f9768bb77ba2d,target/experiments/admission-trial/original/shared/seed-10/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,11,433768,433768,0,480000,46232,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,a509a22628ad1061aab26d1127da5dd1770e0b79e2c392c7e7009913321aea80,target/experiments/admission-trial/original/shared/seed-11/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,12,433617,433617,0,480000,46383,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,8e42fcf2fbdbd85d4b0d1f1ef51822d82d8fe5bbffc5802e61274353cf19f27a,target/experiments/admission-trial/original/shared/seed-12/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,13,433601,433601,0,480000,46399,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,122c3094c37f7e2bcff3682c07ce39003036a68dcd69690c9d824eb98ad7ab29,target/experiments/admission-trial/original/shared/seed-13/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,14,433747,433747,0,480000,46253,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,f0cd561993defe069dadd2178700529cfa29b8125e994b7c4c305a31c1b0405f,target/experiments/admission-trial/original/shared/seed-14/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,Shared,15,433634,433634,0,480000,46366,0,33872,112,,5968500,512,512,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,65dcc90bb0109f9c1c36f846394d6b77b35d2ef369a3b9345017b9b48afaf724,target/experiments/admission-trial/original/shared/seed-15/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,0,467553,467553,0,480000,12447,0,0,0,,5968500,512,415,12447,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,35f4ba247cdec5a9cb97b7bac818ffada5a956610b535759efed2952846a0978,target/experiments/admission-trial/original/partition-pressure/seed-0/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,1,467537,467537,0,480000,12463,0,0,0,,5968500,512,415,12463,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,54a5393e44b254a548409689f15f9d4980322cd9d34650f6661f27ea3f3a79a5,target/experiments/admission-trial/original/partition-pressure/seed-1/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,2,467558,467558,0,480000,12442,0,0,0,,5968500,512,415,12442,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,79d6c64db449865d2658ef547e4486ec9e585a814544d35cdcd12dbc6c46a8c6,target/experiments/admission-trial/original/partition-pressure/seed-2/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,3,467588,467588,0,480000,12412,0,0,0,,5968500,512,415,12412,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,4898c16851726a1fff65108b68b50722993a609d9062b1af99ca9a450a8d288d,target/experiments/admission-trial/original/partition-pressure/seed-3/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,4,467548,467548,0,480000,12452,0,0,0,,5968500,512,415,12452,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,cd084c701ac475ec8861c4686620c2727963bc8bc9778ffe36eee3f2b72a9670,target/experiments/admission-trial/original/partition-pressure/seed-4/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,5,467561,467561,0,480000,12439,0,0,0,,5968500,512,415,12439,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,c7e8bd479d6eb8cf662312d1dc394e7bc1838b2778fb60192ae4866a49051bc9,target/experiments/admission-trial/original/partition-pressure/seed-5/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,6,467571,467571,0,480000,12429,0,0,0,,5968500,512,415,12429,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6e813c372b83870dc6fb2bac4a80de066e98ced497b1cd390ae6d2ec67e533a0,target/experiments/admission-trial/original/partition-pressure/seed-6/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,7,467559,467559,0,480000,12441,0,0,0,,5968500,512,415,12441,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,1e648b7a35d415efff430472db1a1e274564288e815740a8e06fc7645a1b847e,target/experiments/admission-trial/original/partition-pressure/seed-7/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,8,467575,467575,0,480000,12425,0,0,0,,5968500,512,415,12425,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,dbda3a1b5db14c6bbd4784ff5c49fbc5bff400537802ce883b12f8c9ded37328,target/experiments/admission-trial/original/partition-pressure/seed-8/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,9,467549,467549,0,480000,12451,0,0,0,,5968500,512,415,12451,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,be1fb9d2076492540eaf8f91b0e3a2ccb2214bbb1c4935b2cade5b2217a0af8a,target/experiments/admission-trial/original/partition-pressure/seed-9/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,10,467553,467553,0,480000,12447,0,0,0,,5968500,512,415,12447,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,74e72baf707fe8c915723f587ebaa5b8f264873cabeb7ff7e763d0e33088325a,target/experiments/admission-trial/original/partition-pressure/seed-10/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,11,467593,467593,0,480000,12407,0,0,0,,5968500,512,415,12407,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,dc91d81dfc5140076a06bee3bc3c0b24b81ef91db341348327b66e96124b0f62,target/experiments/admission-trial/original/partition-pressure/seed-11/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,12,467553,467553,0,480000,12447,0,0,0,,5968500,512,415,12447,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,80710af3830857a67fa3fa22cabba0472298e8a00fbb633464cd93890821fcdf,target/experiments/admission-trial/original/partition-pressure/seed-12/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,13,467554,467554,0,480000,12446,0,0,0,,5968500,512,415,12446,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,f9f7c20f4290479c3a2cb906197131e886eb9cde09dda4f0809cf48aac239748,target/experiments/admission-trial/original/partition-pressure/seed-13/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,14,467542,467542,0,480000,12458,0,0,0,,5968500,512,415,12458,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,4e115f11d47be907a5ad7874580a2fa48a2551f16b62101887a1e237d76889e8,target/experiments/admission-trial/original/partition-pressure/seed-14/analysis/hard.crash-restart-open/rate16000.json
original,original,16000,PartitionPressure,15,467582,467582,0,480000,12418,0,0,0,,5968500,512,415,12418,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,0210cdd43a2278f825f03016dc672c2f75493c5191d8e5ce08fb3e1d099efe9a,target/experiments/admission-trial/original/partition-pressure/seed-15/analysis/hard.crash-restart-open/rate16000.json
skew,hot,8000,Shared,0,80008,80008,0,80008,0,0,,,73596,4001000,64,33,0,1,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,733122353325d5d162f2b93ef9c67f03218d026b182168683a12ee600d03716d,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/hot-rate8000-shared.json
skew,hot,8000,PartitionPressure,0,80008,80008,0,80008,0,0,,,73596,4001000,64,33,0,1,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,5650d7a597cab4a7207f48399093bdc70ae4e0679ad60f1aefda050d6adca5ac,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/hot-rate8000-pressure.json
skew,hot,32000,Shared,0,159563,159563,0,320008,160445,0,,,146772,4007000,64,64,0,1,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,ce56feef4be4b3b59f1d01277d83722172b752384f865926faa612e099b76c01,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/hot-rate32000-shared.json
skew,hot,32000,PartitionPressure,0,119680,119680,0,320008,200328,0,,,110072,4008250,64,48,200328,1,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,7e9ad8146c9d5fb2557ee6d434235c50d635bb9daf740d5ad7fed24463a767b9,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/hot-rate32000-pressure.json
skew,skew90,8000,Shared,0,80008,80008,0,80008,0,0,,,73604,7968555,64,38,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,1e23b37aeab77ed8babbd5b85a6a1073d01d58cea0ebdc5a5feb2f3799157b02,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/skew90-rate8000-shared.json
skew,skew90,8000,PartitionPressure,0,80008,80008,0,80008,0,0,,,73604,7968555,64,38,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,d9a0d2e2af52aa1eeea6443e323ee69e67a20a8b6f127839513ca8f84bb66df5,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/skew90-rate8000-pressure.json
skew,skew90,32000,Shared,0,156557,156557,0,320008,163451,0,,,144008,6949055,64,64,0,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,776ca64a48616cc3fc89ed30a863a51cb8f7aaf01e9a3fe208d4e74f0f29829a,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/skew90-rate32000-shared.json
skew,skew90,32000,PartitionPressure,0,122992,122992,0,320008,197016,0,,,113128,8240055,64,54,197016,6,6,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6bd3d750009348aad995247713abc5c42ca4d0acc41a019f16c57a51b6717e2e,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/skew90-rate32000-pressure.json
skew,sparse1024,8000,Shared,0,80008,80008,0,80008,0,0,,,73604,8220555,64,46,0,6,1024,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,38d7d867df5efa8583b8cfdbb729759080d040b327cb634e35ab610cdf1937c9,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/sparse1024-rate8000-shared.json
skew,sparse1024,8000,PartitionPressure,0,80008,80008,0,80008,0,0,,,73604,8220555,64,46,0,6,1024,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,ad4846e231ce1ee0ccabef8c0884a1bb151dc31656d505a6a3a869f5a3f20b81,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/sparse1024-rate8000-pressure.json
skew,sparse1024,32000,Shared,0,144776,144776,0,320008,175232,0,,,133233,8740555,64,64,0,6,1024,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,6c546997ea6cbdeb37c06958907dbe575d2e4af6b70f4077fb0c38ca6e5b5a11,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/sparse1024-rate32000-shared.json
skew,sparse1024,32000,PartitionPressure,0,116808,116808,0,320008,203200,0,,,107435,8732055,64,53,203200,6,1024,7de7cabd997ba827881d33a5d82c279279d081ca26bef8f83c3493fd6d85a605,285bbf0af88d67f200300c421269a744c32ac235f93fd004e904b28cd540b209,target/experiments/admission-trial/skew/analysis/baseline.partition-admission-skew/sparse1024-rate32000-pressure.json
